subject_age,subject_education,subject_sex,subject_ethnicity,subject_income_category,subject_employment_status,same_sex_couple,married,sex_frequency,flirts_with_partner,fights_with_partner,relationship_duration,children,rel_change_during_pandemic,inc_change_during_pandemic,subject_had_covid,partner_had_covid,subject_vaccinated,partner_vaccinated,agree_covid_approach,relationship_quality
73.0,masters_degree,female,white,175k_200k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,46.5,3.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
60.0,some_college,male,white,100k_125k,working_paid_employee,no,married,,never,0_times,33.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,poor
63.0,bach_degree,male,white,over_250k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,43.8333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
62.0,associate_degree,male,2_plus_eth,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,19.6666660308838,2.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,excellent
73.0,some_college,male,white,60k_75k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,32.6666679382324,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
68.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,38.5,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
55.0,some_college,male,black,60k_75k,not_working_retired,no,not_married,2_to_3_times_a_month,never,0_times,23.5,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
63.0,high_school_grad,male,white,85k_100k,working_self_employed,no,married,once_a_month_or_less,less_than_once_a_month,0_times,45.0833320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
83.0,12th_nodiploma,male,white,35k_40k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,43.3333320617676,2.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
63.0,some_college,female,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,1_time,28.9166660308838,2.0,better_than_before,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
64.0,high_school_grad,female,hispanic,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,46.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
59.0,masters_degree,female,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,0_times,17.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
49.0,bach_degree,female,white,over_250k,working_self_employed,no,not_married,once_a_month_or_less,never,0_times,8.58333301544189,2.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
65.0,associate_degree,female,white,75k_85k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,38.5833320617676,3.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
53.0,bach_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,1_time,32.5,5.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
63.0,some_college,male,white,125k_150k,working_self_employed,no,married,2_to_3_times_a_month,less_than_once_a_month,2_times,40.4166679382324,5.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
74.0,associate_degree,female,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,53.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
72.0,bach_degree,male,white,150k_175k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,2_times,54.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
75.0,7th_8th_grade,female,white,35k_40k,not_working_retired,no,married,once_a_month_or_less,never,0_times,31.5833339691162,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
62.0,bach_degree,male,white,100k_125k,not_working_retired,no,married,once_or_more_a_day,never,1_time,22.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
62.0,some_college,female,white,40k_50k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,0_times,40.8333320617676,4.0,no_change,worse,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
71.0,high_school_grad,female,black,20k_25k,not_working_retired,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,3.66666674613953,6.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
72.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_a_month_or_less,less_than_once_a_month,0_times,47.0833320617676,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
59.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,29.3333339691162,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
75.0,prof_doct_degree,female,white,over_250k,not_working_retired,no,married,once_a_month_or_less,once_a_week,0_times,47.25,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
62.0,associate_degree,female,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,3_times,32.1666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
75.0,masters_degree,female,white,100k_125k,not_working_retired,yes,married,2_to_3_times_a_month,every_day,2_times,44.9166679382324,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
62.0,bach_degree,male,white,85k_100k,working_paid_employee,no,married,,never,0_times,31.6666660308838,3.0,no_change,worse,no,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
73.0,associate_degree,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,46.5,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
33.0,some_college,female,white,50k_60k,not_working_other,no,married,once_or_more_a_day,1_to_3_times_a_month,1_time,15.1666669845581,10.0,better_than_before,worse,yes,,,,completely_agree,excellent
24.0,bach_degree,female,white,175k_200k,working_paid_employee,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,3.16666674613953,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
79.0,some_college,female,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,0_times,61.9166679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
35.0,masters_degree,male,white,75k_85k,working_self_employed,no,married,2_to_3_times_a_month,a_few_times_a_week,2_times,14.3333330154419,6.0,better_than_before,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
64.0,some_college,male,black,60k_75k,working_paid_employee,yes,not_married,,less_than_once_a_month,0_times,0.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
49.0,some_college,male,hispanic,150k_175k,working_self_employed,yes,married,once_a_month_or_less,never,1_time,18.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
69.0,masters_degree,female,white,150k_175k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,47.3333320617676,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
72.0,10th,female,other,12k_15k,not_working_other,no,married,,never,2_times,47.8333320617676,2.0,no_change,no_change,no,,,,completely_agree,excellent
60.0,masters_degree,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,1_time,36.3333320617676,3.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
75.0,associate_degree,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,53.0833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,bach_degree,male,white,40k_50k,working_self_employed,no,married,once_or_twice_a_week,once_a_week,1_time,21.4166660308838,4.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
84.0,prof_doct_degree,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
26.0,bach_degree,female,white,50k_60k,working_paid_employee,no,not_married,once_a_month_or_less,1_to_3_times_a_month,0_times,5.33333349227905,1.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
40.0,masters_degree,male,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,1_time,21.5833339691162,5.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
62.0,associate_degree,male,white,150k_175k,not_working_looking,no,married,once_a_month_or_less,never,0_times,39.75,3.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,fair
62.0,masters_degree,female,white,over_250k,not_working_other,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,32.8333320617676,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
63.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,not_married,,never,0_times,40.0,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
57.0,high_school_grad,female,white,75k_85k,not_working_other,no,not_married,once_a_month_or_less,never,0_times,17.1666660308838,3.0,no_change,worse,yes,yes,not_vaccinated,not_vaccinated,completely_agree,fair
63.0,associate_degree,male,white,50k_60k,working_self_employed,no,married,once_a_month_or_less,never,0_times,27.1666660308838,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
83.0,9th,female,white,40k_50k,not_working_retired,no,married,once_a_month_or_less,less_than_once_a_month,0_times,54.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
79.0,high_school_grad,male,white,85k_100k,not_working_retired,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,54.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
76.0,associate_degree,male,white,40k_50k,not_working_retired,no,married,,every_day,0_times,53.1666679382324,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
68.0,masters_degree,male,white,150k_175k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,48.25,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
45.0,bach_degree,female,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,,5.0,no_change,better,yes,yes,partially_vaccinated,not_vaccinated,mostly_agree,fair
32.0,some_college,male,white,85k_100k,not_working_other,no,not_married,,once_a_week,0_times,0.16666667163372,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
80.0,high_school_grad,female,black,25k_30k,not_working_retired,no,not_married,,a_few_times_a_week,0_times,51.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
51.0,some_college,male,white,100k_125k,working_paid_employee,yes,not_married,once_a_month_or_less,never,0_times,20.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
51.0,bach_degree,female,black,150k_175k,working_paid_employee,yes,married,2_to_3_times_a_month,a_few_times_a_week,0_times,13.9166669845581,1.0,no_change,better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
62.0,some_college,male,white,85k_100k,not_working_retired,yes,not_married,once_or_twice_a_week,a_few_times_a_week,0_times,23.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
48.0,masters_degree,female,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,7.08333349227905,3.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
69.0,some_college,male,white,75k_85k,working_self_employed,no,married,once_a_month_or_less,once_a_week,0_times,51.6666679382324,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
36.0,some_college,female,white,30k_35k,working_paid_employee,no,not_married,once_a_month_or_less,never,0_times,1.16666662693024,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,,mostly_agree,fair
43.0,10th,female,white,35k_40k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,16.8333339691162,2.0,worse_than_before,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
39.0,masters_degree,female,black,150k_175k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,2_times,,1.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
65.0,some_college,female,white,50k_60k,not_working_retired,yes,married,2_to_3_times_a_month,never,0_times,21.4166660308838,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
76.0,high_school_grad,male,white,40k_50k,not_working_looking,no,married,once_a_month_or_less,never,3_times,13.1666669845581,1.0,worse_than_before,much_worse,no,no,not_vaccinated,not_vaccinated,mostly_disagree,fair
76.0,some_college,female,hispanic,150k_175k,not_working_retired,no,married,,never,0_times,52.9166679382324,3.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
83.0,high_school_grad,female,white,60k_75k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
87.0,prof_doct_degree,male,white,over_250k,not_working_retired,no,married,,never,0_times,,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
35.0,high_school_grad,male,white,75k_85k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,16.3333339691162,5.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
60.0,high_school_grad,male,white,85k_100k,working_paid_employee,no,not_married,,never,0_times,14.5,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,not_vaccinated,mostly_agree,poor
61.0,some_college,male,white,over_250k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,43.8333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,excellent
70.0,bach_degree,male,white,100k_125k,not_working_retired,yes,not_married,2_to_3_times_a_month,never,0_times,32.0,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,bach_degree,female,black,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,17.6666660308838,3.0,no_change,worse,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
43.0,bach_degree,male,hispanic,85k_100k,working_paid_employee,no,married,3_to_6_times_a_week,every_day,1_time,13.5833330154419,1.0,better_than_before,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
76.0,high_school_grad,male,hispanic,50k_60k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,61.0,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,10th,female,white,50k_60k,not_working_other,no,married,once_a_month_or_less,never,0_times,27.3333339691162,6.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,mostly_agree,good
53.0,some_college,male,black,85k_100k,working_paid_employee,no,married,3_to_6_times_a_week,every_day,2_times,32.6666679382324,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
33.0,some_college,male,white,50k_60k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,7.91666650772095,3.0,no_change,no_change,no,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
75.0,bach_degree,male,white,60k_75k,working_paid_employee,yes,not_married,once_a_month_or_less,a_few_times_a_week,0_times,0.583333313465118,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
62.0,bach_degree,female,white,100k_125k,working_paid_employee,no,married,,every_day,1_time,44.25,2.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
47.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,10.9166669845581,4.0,no_change,better,yes,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
52.0,high_school_grad,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,30.25,3.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
36.0,masters_degree,male,other,over_250k,working_paid_employee,yes,married,once_or_twice_a_week,never,0_times,3.08333325386047,6.0,no_change,much_better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
37.0,7th_8th_grade,female,white,15k_20k,not_working_disabled,no,not_married,3_to_6_times_a_week,never,0_times,0.583333313465118,2.0,no_change,no_change,no,,not_vaccinated,,mostly_agree,good
26.0,high_school_grad,male,hispanic,20k_25k,working_paid_employee,no,not_married,,,0_times,2.75,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
48.0,some_college,male,black,100k_125k,working_paid_employee,yes,married,once_a_month_or_less,every_day,0_times,17.3333339691162,1.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
31.0,12th_nodiploma,female,white,30k_35k,working_paid_employee,no,married,once_a_month_or_less,never,5_times,14.5,2.0,worse_than_before,much_worse,yes,yes,not_vaccinated,fully_vaccinated_and_booster,mostly_agree,fair
57.0,some_college,female,white,85k_100k,working_paid_employee,no,not_married,once_a_month_or_less,less_than_once_a_month,0_times,15.5833330154419,2.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
60.0,masters_degree,male,white,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,30.6666660308838,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
57.0,prof_doct_degree,male,white,150k_175k,working_paid_employee,yes,married,once_or_twice_a_week,less_than_once_a_month,2_times,36.4166679382324,4.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
72.0,some_college,female,white,50k_60k,not_working_retired,no,married,,never,0_times,57.0833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
33.0,bach_degree,female,white,under_5k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,11.4166669845581,6.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
88.0,associate_degree,male,white,50k_60k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,71.4166641235352,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
39.0,masters_degree,male,white,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,15.0833330154419,7.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
52.0,12th_nodiploma,female,white,7k_10k,working_self_employed,no,married,once_or_twice_a_week,every_day,7_or_more_times,32.75,1.0,no_change,much_worse,no,no,not_vaccinated,not_vaccinated,completely_disagree,excellent
43.0,masters_degree,male,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,once_a_week,2_times,,1.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,some_college,male,white,75k_85k,working_paid_employee,no,not_married,2_to_3_times_a_month,never,1_time,4.66666650772095,4.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,good
52.0,some_college,male,hispanic,50k_60k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,23.0833339691162,4.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
64.0,some_college,male,black,40k_50k,not_working_disabled,no,married,once_or_more_a_day,every_day,1_time,25.5,2.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
42.0,bach_degree,female,white,over_250k,not_working_other,no,married,2_to_3_times_a_month,every_day,1_time,15.6666669845581,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
63.0,high_school_grad,male,white,85k_100k,working_paid_employee,no,not_married,,1_to_3_times_a_month,0_times,,1.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,mostly_agree,excellent
35.0,masters_degree,female,white,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,5.0,2.0,better_than_before,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
77.0,masters_degree,female,white,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,55.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
43.0,10th,female,black,under_5k,not_working_disabled,no,not_married,once_or_twice_a_week,never,0_times,0.416666656732559,1.0,better_than_before,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,fair
86.0,bach_degree,male,white,125k_150k,not_working_retired,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,5.0,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
62.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,26.25,4.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
79.0,associate_degree,male,white,30k_35k,not_working_retired,no,married,once_a_month_or_less,never,0_times,55.75,2.0,no_change,worse,no,no,not_vaccinated,not_vaccinated,mostly_disagree,good
64.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,47.75,2.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,partially_vaccinated,completely_agree,good
79.0,masters_degree,male,other,150k_175k,working_self_employed,no,married,once_a_month_or_less,never,3_times,57.1666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
73.0,high_school_grad,male,white,30k_35k,not_working_retired,no,married,2_to_3_times_a_month,,0_times,56.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
48.0,7th_8th_grade,female,white,under_5k,not_working_retired,no,married,once_or_twice_a_week,a_few_times_a_week,1_time,30.5833339691162,4.0,no_change,worse,yes,no,not_vaccinated,partially_vaccinated,mostly_disagree,good
52.0,bach_degree,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,10.6666669845581,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_agree,excellent
74.0,high_school_grad,female,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,1_time,55.3333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
47.0,high_school_grad,male,white,75k_85k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,26.5,5.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
33.0,high_school_grad,female,white,60k_75k,not_working_other,no,married,once_or_twice_a_week,never,1_time,17.9166660308838,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
40.0,high_school_grad,female,white,30k_35k,working_self_employed,yes,not_married,once_a_month_or_less,a_few_times_a_week,0_times,9.16666698455811,2.0,no_change,worse,yes,yes,not_vaccinated,not_vaccinated,mostly_agree,good
50.0,high_school_grad,male,hispanic,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,1_time,5.91666650772095,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
57.0,high_school_grad,male,white,10k_12k,working_self_employed,no,married,once_a_month_or_less,never,0_times,32.6666679382324,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
53.0,some_college,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,15.4166669845581,3.0,better_than_before,no_change,no,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
62.0,some_college,male,white,60k_75k,not_working_disabled,no,married,once_a_month_or_less,never,0_times,42.1666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
57.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,2_times,28.8333339691162,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
69.0,high_school_grad,female,white,15k_20k,working_self_employed,no,married,once_a_month_or_less,never,0_times,36.75,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
70.0,high_school_grad,female,white,50k_60k,not_working_retired,no,married,once_a_month_or_less,never,3_times,49.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
47.0,masters_degree,male,other,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,1_time,29.4166660308838,3.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
25.0,masters_degree,male,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,25.5,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
55.0,some_college,male,black,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,14.25,2.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,good
41.0,some_college,female,white,10k_12k,working_paid_employee,no,married,3_to_6_times_a_week,a_few_times_a_week,2_times,21.3333339691162,3.0,better_than_before,no_change,yes,no,,,,excellent
