id,wave,subject_age,subject_education,subject_gender,subject_ethnicity,subject_income_category,subject_employment_status,same_sex_couple,married,sex_frequency,flirts_with_partner,fights_with_partner,relationship_duration,children,rel_change_during_pandemic,inc_change_during_pandemic,subject_had_covid,partner_had_covid,subject_vaccinated,partner_vaccinated,agree_covid_approach,relationship_quality
1490477,2022,78.0,masters_degree,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,25.8333339691162,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1492417,2022,77.0,high_school_grad,male,white,200k_250k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,59.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1495089,2022,51.0,some_college,male,white,200k_250k,not_working_retired,no,married,once_a_month_or_less,never,0_times,30.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1505847,2022,67.0,masters_degree,male,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,46.75,1.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1508733,2022,66.0,high_school_grad,female,white,75k_85k,not_working_other,no,married,once_a_month_or_less,a_few_times_a_week,7_or_more_times,47.5,4.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
1513043,2022,69.0,masters_degree,male,other,over_250k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1513047,2022,72.0,masters_degree,male,white,30k_35k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,54.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1518259,2022,72.0,prof_doct_degree,female,white,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,47.75,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1519185,2022,72.0,masters_degree,male,white,60k_75k,working_self_employed,no,married,once_a_month_or_less,never,0_times,36.6666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1521705,2022,40.0,high_school_grad,male,white,75k_85k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,19.75,4.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1524367,2022,68.0,masters_degree,female,white,200k_250k,not_working_retired,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,23.0,2.0,no_change,worse,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1527623,2022,70.0,bach_degree,female,white,85k_100k,not_working_retired,no,married,3_to_6_times_a_week,never,0_times,50.3333320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1532255,2022,57.0,some_college,female,white,100k_125k,working_paid_employee,no,not_married,once_a_month_or_less,never,0_times,23.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1536983,2022,57.0,high_school_grad,female,white,175k_200k,not_working_other,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,40.0833320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1539059,2022,64.0,some_college,male,black,7k_10k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,2_times,0.25,1.0,worse_than_before,much_worse,no,no,not_vaccinated,fully_vaccinated_and_booster,mostly_agree,good
1548203,2022,76.0,high_school_grad,male,white,35k_40k,not_working_retired,no,not_married,,never,0_times,52.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
1548291,2022,67.0,prof_doct_degree,male,2_plus_eth,200k_250k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,42.4166679382324,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1550311,2022,78.0,high_school_grad,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,0_times,,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1550999,2022,35.0,some_college,male,white,85k_100k,working_paid_employee,no,not_married,2_to_3_times_a_month,never,0_times,17.0833339691162,4.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1551703,2022,40.0,bach_degree,female,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,1_time,18.4166660308838,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1552387,2022,60.0,bach_degree,male,white,85k_100k,working_paid_employee,no,not_married,2_to_3_times_a_month,a_few_times_a_week,0_times,10.0833330154419,1.0,no_change,much_worse,no,no,partially_vaccinated,fully_vaccinated_and_booster,completely_agree,excellent
1556445,2022,41.0,bach_degree,female,white,75k_85k,not_working_other,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,27.0,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1568833,2022,55.0,associate_degree,female,hispanic,40k_50k,not_working_looking,no,not_married,once_a_month_or_less,less_than_once_a_month,2_times,13.0,2.0,worse_than_before,much_worse,no,no,not_vaccinated,fully_vaccinated_and_booster,mostly_agree,fair
1570485,2022,48.0,masters_degree,male,white,over_250k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,33.4166679382324,3.0,better_than_before,much_better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1570547,2022,62.0,some_college,male,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,40.1666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1571537,2022,73.0,some_college,male,white,60k_75k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,50.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1572635,2022,65.0,masters_degree,male,white,under_5k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,34.1666679382324,2.0,no_change,better,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1572839,2022,59.0,bach_degree,female,white,200k_250k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,40.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1575841,2022,66.0,bach_degree,male,white,40k_50k,not_working_retired,no,married,once_a_month_or_less,never,4_times,42.1666679382324,1.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1577219,2022,61.0,bach_degree,female,white,125k_150k,not_working_retired,no,married,2_to_3_times_a_month,less_than_once_a_month,2_times,40.4166679382324,2.0,better_than_before,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1587197,2022,43.0,bach_degree,male,white,100k_125k,working_paid_employee,no,married,,never,0_times,13.3333330154419,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
1587583,2022,88.0,bach_degree,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1592085,2022,34.0,bach_degree,male,black,150k_175k,working_paid_employee,no,not_married,3_to_6_times_a_week,1_to_3_times_a_month,0_times,3.16666674613953,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1593839,2022,60.0,bach_degree,female,white,50k_60k,working_paid_employee,no,married,once_a_month_or_less,never,4_times,40.5,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1594259,2022,55.0,some_college,male,white,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,32.6666679382324,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1596895,2022,47.0,masters_degree,female,white,175k_200k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,1_time,26.3333339691162,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1597821,2022,42.0,associate_degree,male,black,60k_75k,working_self_employed,no,married,3_to_6_times_a_week,never,2_times,12.8333330154419,3.0,better_than_before,much_better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1604059,2022,31.0,high_school_grad,female,white,85k_100k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,9.58333301544189,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1604541,2022,33.0,bach_degree,male,black,150k_175k,working_paid_employee,no,married,3_to_6_times_a_week,every_day,0_times,,2.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
1607815,2022,57.0,masters_degree,male,white,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,every_day,0_times,32.5,5.0,better_than_before,no_change,no,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1612001,2022,39.0,prof_doct_degree,male,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,13.0,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1621115,2022,48.0,masters_degree,female,white,200k_250k,working_paid_employee,no,married,,a_few_times_a_week,3_times,12.6666669845581,2.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
1626763,2022,57.0,masters_degree,male,white,150k_175k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,38.1666679382324,3.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
1627633,2022,68.0,masters_degree,female,black,150k_175k,working_self_employed,no,married,2_to_3_times_a_month,every_day,0_times,26.9166660308838,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
1630669,2022,33.0,prof_doct_degree,male,white,75k_85k,working_self_employed,no,married,3_to_6_times_a_week,less_than_once_a_month,0_times,7.58333349227905,3.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1631303,2022,50.0,high_school_grad,male,white,50k_60k,working_paid_employee,no,married,once_a_month_or_less,every_day,5_times,26.3333339691162,3.0,worse_than_before,worse,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,fair
1633263,2022,75.0,high_school_grad,male,white,75k_85k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,24.8333339691162,2.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,good
1634959,2022,64.0,bach_degree,female,white,85k_100k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,34.3333320617676,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1635641,2022,58.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,40.8333320617676,6.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1638359,2022,71.0,some_college,male,white,40k_50k,working_self_employed,no,married,,never,0_times,44.75,3.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_disagree,fair
1638615,2022,60.0,bach_degree,male,white,200k_250k,not_working_looking,no,married,2_to_3_times_a_month,less_than_once_a_month,2_times,19.9166660308838,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_disagree,good
1644835,2022,65.0,high_school_grad,male,white,50k_60k,working_paid_employee,no,married,3_to_6_times_a_week,every_day,0_times,34.9166679382324,3.0,no_change,worse,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
1645953,2022,57.0,high_school_grad,female,white,35k_40k,not_working_other,no,married,once_a_month_or_less,never,2_times,35.3333320617676,2.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,good
1648699,2022,55.0,high_school_grad,female,white,85k_100k,not_working_retired,no,married,2_to_3_times_a_month,1_to_3_times_a_month,0_times,35.5,2.0,no_change,no_change,yes,yes,not_vaccinated,fully_vaccinated_no_booster,completely_agree,good
1656987,2022,62.0,some_college,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,26.0833339691162,3.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1660265,2022,66.0,high_school_grad,female,white,50k_60k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,47.6666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1664103,2022,77.0,high_school_grad,female,white,over_250k,not_working_other,no,married,once_a_month_or_less,,,60.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1665693,2022,55.0,masters_degree,male,2_plus_eth,150k_175k,not_working_temp_layoff,no,married,once_a_month_or_less,never,0_times,21.9166660308838,3.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
1673269,2022,60.0,high_school_grad,male,black,85k_100k,working_self_employed,no,married,once_a_month_or_less,once_a_week,0_times,10.75,2.0,no_change,better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1677291,2022,51.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,3_to_6_times_a_week,once_a_week,1_time,14.5833330154419,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1678835,2022,68.0,bach_degree,female,white,60k_75k,not_working_retired,no,married,,less_than_once_a_month,0_times,53.5,2.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1679339,2022,72.0,prof_doct_degree,male,white,75k_85k,working_self_employed,no,married,once_a_month_or_less,never,1_time,40.0,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1681863,2022,73.0,masters_degree,female,white,175k_200k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,46.5,3.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
1682355,2022,60.0,some_college,male,white,100k_125k,working_paid_employee,no,married,,never,0_times,33.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,poor
1682591,2022,63.0,bach_degree,male,white,over_250k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,43.8333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1688409,2022,62.0,associate_degree,male,2_plus_eth,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,19.6666660308838,2.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,excellent
1689267,2022,73.0,some_college,male,white,60k_75k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,32.6666679382324,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1691673,2022,68.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,38.5,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1692049,2022,55.0,some_college,male,black,60k_75k,not_working_retired,no,not_married,2_to_3_times_a_month,never,0_times,23.5,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
1692681,2022,63.0,high_school_grad,male,white,85k_100k,working_self_employed,no,married,once_a_month_or_less,less_than_once_a_month,0_times,45.0833320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1692763,2022,83.0,12th_nodiploma,male,white,35k_40k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,43.3333320617676,2.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1697675,2022,63.0,some_college,female,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,1_time,28.9166660308838,2.0,better_than_before,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
1698683,2022,64.0,high_school_grad,female,hispanic,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,46.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1707755,2022,59.0,masters_degree,female,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,0_times,17.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1712517,2022,49.0,bach_degree,female,white,over_250k,working_self_employed,no,not_married,once_a_month_or_less,never,0_times,8.58333301544189,2.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1712857,2022,65.0,associate_degree,female,white,75k_85k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,38.5833320617676,3.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1718309,2022,53.0,bach_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,1_time,32.5,5.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1718337,2022,63.0,some_college,male,white,125k_150k,working_self_employed,no,married,2_to_3_times_a_month,less_than_once_a_month,2_times,40.4166679382324,5.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
1723297,2022,74.0,associate_degree,female,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,53.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1726295,2022,72.0,bach_degree,male,white,150k_175k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,2_times,54.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1727435,2022,75.0,7th_8th_grade,female,white,35k_40k,not_working_retired,no,married,once_a_month_or_less,never,0_times,31.5833339691162,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
1730087,2022,62.0,bach_degree,male,white,100k_125k,not_working_retired,no,married,once_or_more_a_day,never,1_time,22.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1731569,2022,62.0,some_college,female,white,40k_50k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,0_times,40.8333320617676,4.0,no_change,worse,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
1733853,2022,71.0,high_school_grad,female,black,20k_25k,not_working_retired,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,3.66666674613953,6.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1734941,2022,72.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_a_month_or_less,less_than_once_a_month,0_times,47.0833320617676,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1736313,2022,59.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,29.3333339691162,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1738505,2022,75.0,prof_doct_degree,female,white,over_250k,not_working_retired,no,married,once_a_month_or_less,once_a_week,0_times,47.25,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1738617,2022,62.0,associate_degree,female,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,3_times,32.1666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1739387,2022,75.0,masters_degree,female,white,100k_125k,not_working_retired,yes,married,2_to_3_times_a_month,every_day,2_times,44.9166679382324,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1740471,2022,62.0,bach_degree,male,white,85k_100k,working_paid_employee,no,married,,never,0_times,31.6666660308838,3.0,no_change,worse,no,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
1740893,2022,73.0,associate_degree,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,46.5,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1741519,2022,33.0,some_college,female,white,50k_60k,not_working_other,no,married,once_or_more_a_day,1_to_3_times_a_month,1_time,15.1666669845581,10.0,better_than_before,worse,yes,,,,completely_agree,excellent
1745593,2022,24.0,bach_degree,female,white,175k_200k,working_paid_employee,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,3.16666674613953,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1746431,2022,79.0,some_college,female,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,0_times,61.9166679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1754559,2022,35.0,masters_degree,male,white,75k_85k,working_self_employed,no,married,2_to_3_times_a_month,a_few_times_a_week,2_times,14.3333330154419,6.0,better_than_before,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
1754757,2022,64.0,some_college,male,black,60k_75k,working_paid_employee,yes,not_married,,less_than_once_a_month,0_times,0.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
1756667,2022,49.0,some_college,male,hispanic,150k_175k,working_self_employed,yes,married,once_a_month_or_less,never,1_time,18.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1757463,2022,69.0,masters_degree,female,white,150k_175k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,47.3333320617676,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1757623,2022,72.0,10th,female,other,12k_15k,not_working_other,no,married,,never,2_times,47.8333320617676,2.0,no_change,no_change,no,,,,completely_agree,excellent
1757785,2022,60.0,masters_degree,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,1_time,36.3333320617676,3.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1758551,2022,75.0,associate_degree,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,53.0833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1760107,2022,43.0,bach_degree,male,white,40k_50k,working_self_employed,no,married,once_or_twice_a_week,once_a_week,1_time,21.4166660308838,4.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
1760991,2022,84.0,prof_doct_degree,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,1_time,,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1761371,2022,26.0,bach_degree,female,white,50k_60k,working_paid_employee,no,not_married,once_a_month_or_less,1_to_3_times_a_month,0_times,5.33333349227905,1.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1761743,2022,40.0,masters_degree,male,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,1_time,21.5833339691162,5.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
1761763,2022,62.0,associate_degree,male,white,150k_175k,not_working_looking,no,married,once_a_month_or_less,never,0_times,39.75,3.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,fair
1762955,2022,62.0,masters_degree,female,white,over_250k,not_working_other,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,32.8333320617676,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1763355,2022,63.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,not_married,,never,0_times,40.0,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1765719,2022,57.0,high_school_grad,female,white,75k_85k,not_working_other,no,not_married,once_a_month_or_less,never,0_times,17.1666660308838,3.0,no_change,worse,yes,yes,not_vaccinated,not_vaccinated,completely_agree,fair
1765905,2022,63.0,associate_degree,male,white,50k_60k,working_self_employed,no,married,once_a_month_or_less,never,0_times,27.1666660308838,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
1767375,2022,83.0,9th,female,white,40k_50k,not_working_retired,no,married,once_a_month_or_less,less_than_once_a_month,0_times,54.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
1768233,2022,79.0,high_school_grad,male,white,85k_100k,not_working_retired,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,54.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
1768829,2022,76.0,associate_degree,male,white,40k_50k,not_working_retired,no,married,,every_day,0_times,53.1666679382324,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1770495,2022,68.0,masters_degree,male,white,150k_175k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,48.25,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
1774405,2022,45.0,bach_degree,female,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,,5.0,no_change,better,yes,yes,partially_vaccinated,not_vaccinated,mostly_agree,fair
1778019,2022,32.0,some_college,male,white,85k_100k,not_working_other,no,not_married,,once_a_week,0_times,0.16666667163372,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
1780607,2022,80.0,high_school_grad,female,black,25k_30k,not_working_retired,no,not_married,,a_few_times_a_week,0_times,51.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
1785191,2022,51.0,some_college,male,white,100k_125k,working_paid_employee,yes,not_married,once_a_month_or_less,never,0_times,20.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
